OrderID,CustomerID,Product,Category,Quantity,Price,OrderDate,Region,Total Amount,Order_Year,Order_Month
O105054,C3432,Phone,Electronics,1,45.39,10,east,45.39,2024,10
O105055,C3861,Phone,Electronics,2,890.96,8,east,1781.92,2025,8
O105056,C4945,Phone,Electronics,3,174.32,4,North,522.96,2025,4
O105057,C2316,Watch,Fashion,3,827.74,9,West,2483.2200000000003,2025,9
O105058,C4578,Laptop,Electronics,3,470.08,10,West,1410.24,2024,10
O105059,C5672,Headphones,Electronics,2,681.04,7,SOUTH,1362.08,2025,7
O105060,C1081,Phone,Electronics,4,647.13,5,north,2588.52,2025,5
O105061,C5891,Book,Stationery,2,434.64,4,EAST,869.28,2025,4
O105062,C5738,Headphones,Electronics,1,687.14,7,north,687.14,2025,7
O105063,C3652,Watch,Fashion,4,39.53,2,east,158.12,2025,2
O105064,C3592,Bag,Fashion,3,383.0,10,SOUTH,1149.0,2024,10
O105065,,Watch,Fashion,2,481.56,12,EAST,963.12,2024,12
O105066,C2208,Headphones,Electronics,3,308.76,5,north,926.28,2025,5
O105067,C3592,Phone,Electronics,3,861.54,9,West,2584.62,2025,9
O105068,C4329,Shoes,Fashion,1,434.63,1,SOUTH,434.63,2025,1
O105069,C1030,Laptop,Electronics,4,586.24,6,West,2344.96,2025,6
O105070,C2029,Bag,Fashion,1,249.53,10,east,249.53,2024,10
O105071,C5738,Watch,Fashion,1,801.1,6,North,801.1,2025,6
O105072,C2790,Phone,Electronics,1,92.28,9,EAST,92.28,2025,9
O105073,C2537,Laptop,Electronics,3,250.94,8,EAST,752.8199999999999,2025,8
O105074,C5473,Book,Stationery,1,198.01,11,West,198.01,2024,11
O105075,C5922,Phone,Electronics,1,546.27,12,north,546.27,2024,12
O105076,C3851,Bag,Fashion,4,193.97,3,EAST,775.88,2025,3
O105077,C2565,Bag,Fashion,4,568.84,5,EAST,2275.36,2025,5
O105078,C5725,Phone,Electronics,1,898.27,8,SOUTH,898.27,2025,8
O105079,C4033,Bag,Fashion,4,245.61,11,West,982.44,2024,11
O105080,C1132,Shoes,Fashion,4,24.72,9,West,98.88,2025,9
O105081,C3514,Watch,Fashion,1,83.59,6,EAST,83.59,2025,6
O105082,C2021,Book,Stationery,3,922.17,9,east,2766.5099999999998,2025,9
O105083,C4735,Watch,Fashion,1,801.97,4,West,801.97,2025,4
O105084,C3881,Laptop,Electronics,4,510.77,2,north,2043.08,2025,2
O105085,C5443,Phone,Electronics,3,670.24,3,north,2010.72,2025,3
O105086,C3751,Shoes,Fashion,2,403.48,9,West,806.96,2025,9
O105087,C2440,Watch,Fashion,3,255.33,8,east,765.99,2025,8
O105088,C4056,Watch,Fashion,4,534.12,6,north,2136.48,2025,6
O105089,C5873,Bag,Fashion,3,346.42,3,West,1039.26,2025,3
O105090,C4570,Headphones,Electronics,1,500.66,10,north,500.66,2024,10
O105091,C4583,Phone,Electronics,2,374.67,2,east,749.34,2025,2
O105092,C1812,Book,Stationery,2,698.05,11,east,1396.1,2024,11
O105093,C1850,Bag,Fashion,2,358.7,10,West,717.4,2024,10
O105094,C1134,Shoes,Fashion,4,571.67,11,North,2286.68,2024,11
O105095,C4369,Phone,Electronics,4,108.82,10,north,435.28,2024,10
O105096,C5462,Shoes,Fashion,2,79.45,7,SOUTH,158.9,2025,7
O105097,C4638,Shoes,Fashion,3,196.89,6,north,590.67,2025,6
O105098,C1267,Bag,Fashion,2,610.57,10,east,1221.14,2024,10
O105099,C4445,Shoes,Fashion,3,936.72,1,SOUTH,2810.16,2025,1
O105100,C4724,Headphones,Electronics,3,349.71,3,north,1049.1299999999999,2025,3
O105101,C1937,Laptop,Electronics,4,708.97,6,north,2835.88,2025,6
O105102,C4846,Book,Stationery,3,525.67,1,North,1577.0099999999998,2025,1
O105103,C3872,Book,Stationery,2,320.79,1,east,641.58,2025,1
O105104,C4800,Book,Stationery,4,937.77,1,West,3751.08,2025,1
O105105,C4242,Laptop,Electronics,1,957.86,1,EAST,957.86,2025,1
O105106,,Laptop,Electronics,1,880.3,10,North,880.3,2024,10
O105107,C2834,Bag,Fashion,4,203.72,5,east,814.88,2025,5
O105108,C3192,Watch,Fashion,2,504.16,9,north,1008.32,2025,9
O105109,C3166,Laptop,Electronics,1,714.06,7,West,714.06,2025,7
O105110,C4397,Headphones,Electronics,1,93.55,2,SOUTH,93.55,2025,2
O105111,C1034,Headphones,Electronics,3,245.33,1,north,735.99,2025,1
O105112,C4396,Watch,Fashion,3,352.35,5,SOUTH,1057.0500000000002,2025,5
O105113,C1215,Headphones,Electronics,2,400.43,11,north,800.86,2024,11
O105114,C4067,Phone,Electronics,4,427.09,9,north,1708.36,2025,9
O105115,C5251,Shoes,Fashion,2,619.54,10,SOUTH,1239.08,2024,10
O105116,C5914,Bag,Fashion,4,973.51,10,West,3894.04,2024,10
O105117,C2396,Phone,Electronics,1,251.21,8,SOUTH,251.21,2025,8
O105118,C4522,Book,Stationery,3,987.07,12,SOUTH,2961.21,2024,12
O105119,C4206,Laptop,Electronics,2,808.85,8,east,1617.7,2025,8
O105120,C4222,Phone,Electronics,2,544.9,3,West,1089.8,2025,3
O105121,C5733,Phone,Electronics,4,806.59,12,EAST,3226.36,2024,12
O105122,C4198,Phone,Electronics,4,358.62,10,North,1434.48,2024,10
O105123,C2423,Book,Stationery,2,885.8,3,West,1771.6,2025,3
O105124,C3606,Phone,Electronics,4,539.51,8,east,2158.04,2025,8
O105125,C4583,Bag,Fashion,2,665.97,4,North,1331.94,2025,4
O105126,C2034,Phone,Electronics,2,72.95,3,EAST,145.9,2025,3
O105127,C5726,Book,Stationery,2,655.06,10,east,1310.12,2024,10
O105128,C3131,Headphones,Electronics,1,923.81,11,EAST,923.81,2024,11
O105129,C2302,Headphones,Electronics,4,330.39,3,EAST,1321.56,2025,3
O105130,C2669,Book,Stationery,3,684.1,1,North,2052.3,2025,1
O105131,C1210,Headphones,Electronics,3,904.44,11,SOUTH,2713.32,2024,11
O105132,C5860,Shoes,Fashion,4,694.04,11,north,2776.16,2024,11
O105133,C5453,Headphones,Electronics,2,602.01,11,north,1204.02,2024,11
O105134,C1645,Shoes,Fashion,3,751.22,7,east,2253.66,2025,7
O105135,C1207,Shoes,Fashion,3,993.22,10,north,2979.66,2024,10
O105136,C2069,Watch,Fashion,4,776.04,5,north,3104.16,2025,5
O105137,C3933,Phone,Electronics,3,916.55,12,SOUTH,2749.6499999999996,2024,12
O105138,C2816,Phone,Electronics,2,435.0,1,West,870.0,2025,1
O105139,C5386,Bag,Fashion,4,267.42,12,north,1069.68,2024,12
O105140,C4097,Headphones,Electronics,2,427.45,2,north,854.9,2025,2
O105141,C1423,Headphones,Electronics,3,604.74,1,North,1814.22,2025,1
O105142,C2177,Laptop,Electronics,3,635.65,11,north,1906.9499999999998,2024,11
O105143,C5746,Headphones,Electronics,2,423.8,6,east,847.6,2025,6
O105144,C1908,Watch,Fashion,1,949.23,9,north,949.23,2025,9
O105145,C5881,Headphones,Electronics,3,593.95,2,SOUTH,1781.8500000000001,2025,2
O105146,C2161,Book,Stationery,1,396.37,7,SOUTH,396.37,2025,7
O105147,C2479,Watch,Fashion,3,885.9,2,North,2657.7,2025,2
O105148,C5048,Book,Stationery,1,936.18,11,east,936.18,2024,11
O105149,C2703,Headphones,Electronics,1,287.54,8,east,287.54,2025,8
O105150,C5022,Headphones,Electronics,1,434.46,12,east,434.46,2024,12
O105151,C4389,Book,Stationery,2,860.71,12,West,1721.42,2024,12
O105152,C1625,Book,Stationery,1,837.33,3,North,837.33,2025,3
O105153,C4439,Phone,Electronics,1,487.82,1,West,487.82,2025,1
O105154,C3568,Watch,Fashion,1,591.91,10,West,591.91,2024,10
O105155,C4693,Book,Stationery,3,195.28,1,SOUTH,585.84,2025,1
O105156,C2472,Bag,Fashion,1,483.98,9,North,483.98,2025,9
O105157,C2463,Bag,Fashion,3,728.25,11,SOUTH,2184.75,2024,11
O105158,C5969,Book,Stationery,1,608.17,12,east,608.17,2024,12
O105159,C1960,Watch,Fashion,1,986.67,3,east,986.67,2025,3
O105160,C3840,Phone,Electronics,2,95.0,1,SOUTH,190.0,2025,1
O105161,C5915,Book,Stationery,3,878.34,3,east,2635.02,2025,3
O105162,C2297,Bag,Fashion,1,135.46,11,SOUTH,135.46,2024,11
O105163,C3084,Watch,Fashion,3,988.11,6,EAST,2964.33,2025,6
O105164,C2579,Watch,Fashion,3,817.66,11,EAST,2452.98,2024,11
O105165,C5390,Watch,Fashion,4,496.98,5,SOUTH,1987.92,2025,5
O105166,C5192,Phone,Electronics,2,81.69,6,SOUTH,163.38,2025,6
O105167,C2771,Watch,Fashion,2,760.21,10,north,1520.42,2024,10
O105168,C1940,Phone,Electronics,2,681.28,10,North,1362.56,2024,10
O105169,C1241,Laptop,Electronics,4,996.82,8,SOUTH,3987.28,2025,8
O105170,C2800,Laptop,Electronics,4,316.24,7,EAST,1264.96,2025,7
O105171,C2036,Laptop,Electronics,2,721.7,11,north,1443.4,2024,11
O105172,C4945,Shoes,Fashion,4,677.72,6,North,2710.88,2025,6
O105173,C1753,Bag,Fashion,4,131.57,1,east,526.28,2025,1
O105174,C5517,Headphones,Electronics,4,13.98,4,North,55.92,2025,4
O105175,C4826,Laptop,Electronics,2,542.33,9,EAST,1084.66,2025,9
O105176,C5061,Phone,Electronics,2,662.11,10,SOUTH,1324.22,2024,10
O105177,C4276,Phone,Electronics,2,163.05,2,North,326.1,2025,2
O105178,C3048,Book,Stationery,4,915.53,12,West,3662.12,2024,12
O105179,C3302,Shoes,Fashion,2,128.58,9,EAST,257.16,2024,9
O105180,C1842,Book,Stationery,4,861.15,8,north,3444.6,2025,8
O105181,C5813,Watch,Fashion,1,368.5,1,north,368.5,2025,1
O105182,C2686,Bag,Fashion,4,79.86,1,east,319.44,2025,1
O105183,C4996,Watch,Fashion,3,46.26,11,east,138.78,2024,11
O105184,C4654,Watch,Fashion,2,277.65,9,EAST,555.3,2025,9
O105185,C3225,Headphones,Electronics,2,355.08,1,north,710.16,2025,1
O105186,C1881,Headphones,Electronics,3,797.53,3,SOUTH,2392.59,2025,3
O105187,C4516,Shoes,Fashion,4,175.66,3,North,702.64,2025,3
O105188,C3891,Shoes,Fashion,1,308.22,8,West,308.22,2025,8
O105189,C1526,Book,Stationery,3,986.29,8,east,2958.87,2025,8
O105190,C1276,Laptop,Electronics,3,274.31,2,EAST,822.9300000000001,2025,2
O105191,C3073,Laptop,Electronics,4,690.18,4,east,2760.72,2025,4
O105192,C3404,Shoes,Fashion,2,154.75,8,SOUTH,309.5,2025,8
O105193,C5345,Watch,Fashion,4,98.38,9,EAST,393.52,2025,9
O105194,C1245,Laptop,Electronics,3,339.9,5,West,1019.6999999999999,2025,5
O105195,C3643,Laptop,Electronics,3,410.99,9,EAST,1232.97,2025,9
O105196,C2523,Phone,Electronics,2,634.01,7,east,1268.02,2025,7
O105197,C1595,Watch,Fashion,2,239.64,11,north,479.28,2024,11
O105198,C4044,Laptop,Electronics,2,216.08,3,EAST,432.16,2025,3
O105199,C3575,Headphones,Electronics,4,679.72,8,north,2718.88,2025,8
O105200,C3609,Shoes,Fashion,2,41.29,12,SOUTH,82.58,2024,12
O105201,C3694,Bag,Fashion,3,159.88,7,EAST,479.64,2025,7
O105202,C5648,Book,Stationery,3,192.67,2,North,578.01,2025,2
O105203,C2905,Book,Stationery,1,135.82,2,EAST,135.82,2025,2
O105204,C4158,Bag,Fashion,4,132.59,3,east,530.36,2025,3
O105205,C2738,Phone,Electronics,1,244.38,9,West,244.38,2024,9
O105206,C1843,Watch,Fashion,3,540.77,10,SOUTH,1622.31,2024,10
O105207,C5979,Book,Stationery,1,954.64,3,West,954.64,2025,3
O105208,C1612,Watch,Fashion,3,19.42,12,North,58.260000000000005,2024,12
O105209,C4454,Book,Stationery,1,58.39,12,east,58.39,2024,12
O105210,C4565,Watch,Fashion,2,497.04,8,West,994.08,2025,8
O105211,C3622,Phone,Electronics,1,316.8,10,east,316.8,2024,10
O105212,C1406,Laptop,Electronics,2,855.85,3,SOUTH,1711.7,2025,3
O105213,C5084,Book,Stationery,2,757.93,7,West,1515.86,2025,7
O105214,C3248,Shoes,Fashion,4,838.99,7,West,3355.96,2025,7
O105215,C2016,Bag,Fashion,2,70.22,10,EAST,140.44,2024,10
O105216,C5926,Shoes,Fashion,2,277.29,11,North,554.58,2024,11
O105217,C4136,Headphones,Electronics,1,163.83,12,EAST,163.83,2024,12
O105218,C1174,Headphones,Electronics,3,145.44,11,north,436.32,2024,11
O105219,C5716,Phone,Electronics,4,286.67,1,east,1146.68,2025,1
O105220,C4782,Laptop,Electronics,2,301.04,9,North,602.08,2025,9
O105221,C4299,Book,Stationery,4,754.26,12,North,3017.04,2024,12
O105222,C5370,Book,Stationery,1,349.79,9,North,349.79,2025,9
O105223,C1320,Shoes,Fashion,2,490.42,8,North,980.84,2025,8
O105224,C1133,Phone,Electronics,1,372.23,11,North,372.23,2024,11
O105225,C1779,Laptop,Electronics,4,761.17,8,EAST,3044.68,2025,8
O105226,C4400,Book,Stationery,1,746.9,1,EAST,746.9,2025,1
O105227,C3250,Book,Stationery,4,216.3,7,West,865.2,2025,7
O105228,C3832,Bag,Fashion,1,867.78,1,North,867.78,2025,1
O105229,C5558,Laptop,Electronics,4,941.95,12,east,3767.8,2024,12
O105230,C5045,Book,Stationery,3,517.91,7,West,1553.73,2025,7
O105231,C4222,Laptop,Electronics,1,855.69,8,EAST,855.69,2025,8
O105232,C4723,Book,Stationery,1,641.45,5,North,641.45,2025,5
O105233,C1994,Watch,Fashion,3,882.56,5,north,2647.68,2025,5
O105234,C1841,Headphones,Electronics,3,610.06,3,east,1830.1799999999998,2025,3
O105235,C1391,Book,Stationery,1,468.3,12,north,468.3,2024,12
O105236,C2136,Laptop,Electronics,3,144.02,12,West,432.06000000000006,2024,12
O105237,C3644,Bag,Fashion,2,273.48,12,North,546.96,2024,12
O105238,C4569,Bag,Fashion,4,305.77,6,SOUTH,1223.08,2025,6
O105239,C1721,Book,Stationery,4,788.8,12,North,3155.2,2024,12
O105240,C4021,Phone,Electronics,4,90.61,1,North,362.44,2025,1
O105241,C5403,Book,Stationery,2,907.76,4,EAST,1815.52,2025,4
O105242,C1430,Phone,Electronics,3,16.96,1,north,50.88,2025,1
O105243,C1352,Bag,Fashion,3,486.8,1,east,1460.4,2025,1
O105244,C3492,Watch,Fashion,1,670.93,4,north,670.93,2025,4
O105245,C3697,Headphones,Electronics,3,178.02,7,north,534.0600000000001,2025,7
O105246,C4109,Book,Stationery,1,679.29,7,north,679.29,2025,7
O105247,C2395,Shoes,Fashion,2,704.09,12,north,1408.18,2024,12
O105248,C5779,Book,Stationery,4,245.32,11,EAST,981.28,2024,11
O105249,C2034,Watch,Fashion,4,928.97,9,SOUTH,3715.88,2025,9
O105250,C2212,Watch,Fashion,4,757.71,3,North,3030.84,2025,3
O105251,C4385,Shoes,Fashion,3,491.52,5,West,1474.56,2025,5
O105252,C2002,Bag,Fashion,1,631.45,2,SOUTH,631.45,2025,2
O105253,C2970,Laptop,Electronics,1,224.51,6,north,224.51,2025,6
O105254,C5014,Phone,Electronics,2,438.98,7,east,877.96,2025,7
O105255,C3637,Laptop,Electronics,3,346.43,10,North,1039.29,2024,10
O105256,C4954,Headphones,Electronics,2,443.63,11,SOUTH,887.26,2024,11
O105257,C3161,Watch,Fashion,1,69.55,12,North,69.55,2024,12
O105258,C1678,Watch,Fashion,1,131.64,1,North,131.64,2025,1
O105259,C2985,Headphones,Electronics,4,360.18,10,North,1440.72,2024,10
O105260,C2686,Shoes,Fashion,3,947.28,4,EAST,2841.84,2025,4
O105261,C1615,Book,Stationery,1,340.87,7,north,340.87,2025,7
O105262,C1493,Laptop,Electronics,4,313.43,6,SOUTH,1253.72,2025,6
O105263,C2770,Shoes,Fashion,3,927.12,11,North,2781.36,2024,11
O105264,C4154,Headphones,Electronics,2,291.66,9,east,583.32,2025,9
O105265,C1856,Headphones,Electronics,3,937.92,8,north,2813.7599999999998,2025,8
O105266,C5837,Shoes,Fashion,3,183.83,5,SOUTH,551.49,2025,5
O105267,C5210,Bag,Fashion,1,392.69,11,east,392.69,2024,11
O105268,C3554,Laptop,Electronics,1,430.85,3,West,430.85,2025,3
O105269,C2261,Phone,Electronics,3,342.89,7,east,1028.67,2025,7
O105270,C1865,Phone,Electronics,1,684.92,7,SOUTH,684.92,2025,7
O105271,C2792,Headphones,Electronics,1,582.2,6,east,582.2,2025,6
O105272,C4158,Book,Stationery,1,799.64,3,North,799.64,2025,3
O105273,C5206,Book,Stationery,4,579.22,4,east,2316.88,2025,4
O105274,C4278,Book,Stationery,4,870.61,2,EAST,3482.44,2025,2
O105275,C3276,Headphones,Electronics,3,609.18,1,east,1827.54,2025,1
O105276,C3516,Bag,Fashion,1,183.34,5,North,183.34,2025,5
O105277,C5728,Book,Stationery,4,709.26,4,North,2837.04,2025,4
O105278,C2206,Book,Stationery,3,833.11,5,West,2499.33,2025,5
O105279,C1877,Laptop,Electronics,1,961.91,9,east,961.91,2025,9
O105280,C2970,Book,Stationery,2,349.02,3,North,698.04,2025,3
O105281,,Headphones,Electronics,1,934.07,12,east,934.07,2024,12
O105282,C3185,Laptop,Electronics,1,102.73,5,West,102.73,2025,5
O105283,C5349,Headphones,Electronics,4,885.28,6,North,3541.12,2025,6
O105284,C3175,Book,Stationery,3,831.35,12,north,2494.05,2024,12
O105285,C5508,Bag,Fashion,3,226.47,8,EAST,679.41,2025,8
O105286,C4534,Book,Stationery,4,253.31,2,east,1013.24,2025,2
O105287,C4251,Watch,Fashion,1,55.29,12,north,55.29,2024,12
O105288,C5160,Shoes,Fashion,2,161.81,2,North,323.62,2025,2
O105289,C4615,Laptop,Electronics,1,620.64,10,north,620.64,2024,10
O105290,C1801,Book,Stationery,1,742.15,6,West,742.15,2025,6
O105291,C4133,Bag,Fashion,2,972.57,3,North,1945.14,2025,3
O105292,C4461,Watch,Fashion,4,645.81,7,EAST,2583.24,2025,7
O105293,C2551,Bag,Fashion,3,333.91,10,North,1001.73,2024,10
O105294,C5866,Bag,Fashion,4,185.03,6,North,740.12,2025,6
O105295,C5976,Headphones,Electronics,4,291.58,6,north,1166.32,2025,6
O105296,C4551,Watch,Fashion,1,449.23,4,SOUTH,449.23,2025,4
O105297,C1408,Laptop,Electronics,3,193.0,5,north,579.0,2025,5
O105298,C1909,Laptop,Electronics,3,706.33,10,EAST,2118.9900000000002,2024,10
O105299,C1435,Phone,Electronics,4,833.07,10,SOUTH,3332.28,2024,10
O105300,C5712,Headphones,Electronics,2,74.52,9,north,149.04,2025,9
O105301,C1539,Headphones,Electronics,4,135.94,11,West,543.76,2024,11
O105302,C3256,Shoes,Fashion,2,865.54,3,SOUTH,1731.08,2025,3
O105303,C4314,Laptop,Electronics,3,865.23,5,North,2595.69,2025,5
O105304,C1829,Phone,Electronics,4,224.94,10,North,899.76,2024,10
O105305,C3197,Headphones,Electronics,1,919.36,2,EAST,919.36,2025,2
O105306,C2401,Shoes,Fashion,4,690.21,5,EAST,2760.84,2025,5
O105307,C3847,Watch,Fashion,3,114.09,3,North,342.27,2025,3
O105308,C5884,Phone,Electronics,1,986.47,7,SOUTH,986.47,2025,7
O105309,C1025,Watch,Fashion,1,349.9,7,north,349.9,2025,7
O105310,C5122,Shoes,Fashion,2,246.21,2,east,492.42,2025,2
O105311,C4905,Shoes,Fashion,1,698.33,9,EAST,698.33,2025,9
O105312,C2954,Headphones,Electronics,1,365.82,10,east,365.82,2024,10
O105313,C1568,Laptop,Electronics,4,464.65,6,North,1858.6,2025,6
O105314,C3721,Laptop,Electronics,3,920.49,1,north,2761.4700000000003,2025,1
O105315,C2161,Watch,Fashion,2,949.19,3,east,1898.38,2025,3
O105316,C4887,Laptop,Electronics,4,803.03,8,east,3212.12,2025,8
O105317,C1170,Headphones,Electronics,1,88.85,7,North,88.85,2025,7
O105318,C3161,Book,Stationery,1,740.7,10,North,740.7,2024,10
O105319,C2398,Headphones,Electronics,2,424.32,9,east,848.64,2025,9
O105320,C1079,Shoes,Fashion,3,674.97,12,SOUTH,2024.91,2024,12
O105321,C4881,Shoes,Fashion,2,983.11,8,North,1966.22,2025,8
O105322,C5000,Bag,Fashion,4,38.43,11,West,153.72,2024,11
O105323,C4871,Shoes,Fashion,2,926.51,10,SOUTH,1853.02,2024,10
O105324,C1142,Laptop,Electronics,1,394.64,11,north,394.64,2024,11
O105325,C3381,Book,Stationery,4,655.18,4,north,2620.72,2025,4
O105326,C5303,Watch,Fashion,1,674.61,10,SOUTH,674.61,2024,10
O105327,C2200,Phone,Electronics,3,600.05,8,North,1800.1499999999999,2025,8
O105328,C1819,Shoes,Fashion,1,50.63,6,West,50.63,2025,6
O105329,C3749,Book,Stationery,1,718.56,1,north,718.56,2025,1
O105330,C3873,Laptop,Electronics,2,834.99,10,North,1669.98,2024,10
O105331,C3108,Book,Stationery,1,193.64,12,West,193.64,2024,12
O105332,C3076,Shoes,Fashion,4,254.93,10,north,1019.72,2024,10
O105333,C1111,Shoes,Fashion,4,219.51,3,North,878.04,2025,3
O105334,C3466,Watch,Fashion,3,270.71,11,north,812.1299999999999,2024,11
O105335,C5242,Shoes,Fashion,4,254.73,3,SOUTH,1018.92,2025,3
O105336,C5880,Laptop,Electronics,2,824.59,4,SOUTH,1649.18,2025,4
O105337,C3211,Laptop,Electronics,3,750.0,4,North,2250.0,2025,4
O105338,C1169,Headphones,Electronics,4,565.61,5,north,2262.44,2025,5
O105339,C4361,Book,Stationery,2,795.41,9,EAST,1590.82,2025,9
O105340,C2160,Headphones,Electronics,4,590.3,11,West,2361.2,2024,11
O105341,C1253,Bag,Fashion,4,256.62,2,West,1026.48,2025,2
O105342,C4528,Book,Stationery,1,160.53,3,West,160.53,2025,3
O105343,C1731,Laptop,Electronics,4,761.35,11,north,3045.4,2024,11
O105344,C4094,Shoes,Fashion,4,923.66,5,north,3694.64,2025,5
O105345,C3243,Shoes,Fashion,2,12.42,6,West,24.84,2025,6
O105346,C5463,Bag,Fashion,2,61.09,10,North,122.18,2024,10
O105347,C4680,Shoes,Fashion,1,631.11,11,north,631.11,2024,11
O105348,C5316,Watch,Fashion,4,169.32,9,EAST,677.28,2025,9
O105349,C3857,Watch,Fashion,1,889.74,6,north,889.74,2025,6
O105350,C4203,Phone,Electronics,4,444.23,12,North,1776.92,2024,12
O105351,C3263,Phone,Electronics,3,719.21,1,West,2157.63,2025,1
O105352,C1336,Headphones,Electronics,3,242.78,3,north,728.34,2025,3
O105353,C3812,Shoes,Fashion,1,161.42,3,North,161.42,2025,3
O105354,C2007,Laptop,Electronics,1,511.07,11,EAST,511.07,2024,11
O105355,C4727,Headphones,Electronics,1,847.94,3,EAST,847.94,2025,3
O105356,C3842,Laptop,Electronics,2,509.73,1,east,1019.46,2025,1
O105357,C1068,Book,Stationery,2,883.09,11,north,1766.18,2024,11
O105358,C2205,Shoes,Fashion,2,448.81,3,EAST,897.62,2025,3
O105359,C2230,Headphones,Electronics,1,547.64,1,West,547.64,2025,1
O105360,C3373,Phone,Electronics,4,670.31,6,West,2681.24,2025,6
O105361,C2332,Watch,Fashion,3,110.89,8,EAST,332.67,2025,8
O105362,C3361,Laptop,Electronics,1,603.58,8,West,603.58,2025,8
O105363,C3414,Headphones,Electronics,2,222.21,3,West,444.42,2025,3
O105364,,Headphones,Electronics,2,542.7,6,east,1085.4,2025,6
O105365,C3318,Watch,Fashion,1,375.27,6,EAST,375.27,2025,6
O105366,C2011,Shoes,Fashion,1,44.29,3,north,44.29,2025,3
O105367,C3505,Phone,Electronics,2,48.38,7,east,96.76,2025,7
O105368,,Book,Stationery,4,48.17,1,West,192.68,2025,1
O105369,C1005,Book,Stationery,2,64.7,4,EAST,129.4,2025,4
O105370,C2128,Watch,Fashion,2,425.88,8,West,851.76,2025,8
O105371,C3320,Watch,Fashion,1,635.97,9,north,635.97,2025,9
O105372,C5112,Bag,Fashion,4,144.81,12,SOUTH,579.24,2024,12
O105373,C5593,Phone,Electronics,2,516.91,1,SOUTH,1033.82,2025,1
O105374,C1704,Phone,Electronics,2,861.16,10,north,1722.32,2024,10
O105375,C2168,Headphones,Electronics,3,647.16,6,north,1941.48,2025,6
O105376,C2611,Laptop,Electronics,1,478.47,10,North,478.47,2024,10
O105377,C1661,Shoes,Fashion,3,448.71,5,east,1346.1299999999999,2025,5
O105378,C1263,Bag,Fashion,3,334.05,11,West,1002.1500000000001,2024,11
O105379,C3905,Shoes,Fashion,2,405.47,10,east,810.94,2024,10
O105380,C4164,Shoes,Fashion,1,553.77,1,West,553.77,2025,1
O105381,C1803,Laptop,Electronics,4,124.99,4,north,499.96,2025,4
O105382,C3474,Headphones,Electronics,2,169.87,6,West,339.74,2025,6
O105383,C2419,Bag,Fashion,4,659.78,4,EAST,2639.12,2025,4
O105384,C3641,Book,Stationery,4,964.11,8,EAST,3856.44,2025,8
O105385,C2140,Headphones,Electronics,1,655.95,9,EAST,655.95,2025,9
O105386,C2634,Shoes,Fashion,3,245.12,12,West,735.36,2024,12
O105387,C4410,Book,Stationery,1,277.85,4,EAST,277.85,2025,4
O105388,C3466,Laptop,Electronics,4,424.05,3,North,1696.2,2025,3
O105389,C3435,Book,Stationery,2,220.52,1,North,441.04,2025,1
O105390,C4777,Phone,Electronics,4,187.89,5,north,751.56,2025,5
O105391,C4079,Phone,Electronics,2,290.61,11,West,581.22,2024,11
O105392,C4579,Shoes,Fashion,2,381.65,3,north,763.3,2025,3
O105393,C5313,Phone,Electronics,1,650.26,9,north,650.26,2025,9
O105394,C3566,Book,Stationery,4,972.28,9,east,3889.12,2025,9
O105395,C3929,Shoes,Fashion,3,671.8,6,north,2015.3999999999999,2025,6
O105396,C4503,Shoes,Fashion,4,856.39,5,SOUTH,3425.56,2025,5
O105397,C4360,Headphones,Electronics,4,530.72,12,north,2122.88,2024,12
O105398,C5578,Watch,Fashion,3,938.58,3,east,2815.7400000000002,2025,3
O105399,C4448,Bag,Fashion,1,772.37,12,east,772.37,2024,12
O105400,C2151,Phone,Electronics,4,337.51,5,West,1350.04,2025,5
O105401,C3477,Headphones,Electronics,4,749.82,5,West,2999.28,2025,5
O105402,C5754,Watch,Fashion,2,736.17,3,east,1472.34,2025,3
O105403,C2042,Bag,Fashion,4,336.23,11,West,1344.92,2024,11
O105404,C5633,Watch,Fashion,3,468.21,6,North,1404.6299999999999,2025,6
O105405,C1438,Phone,Electronics,2,497.6,7,North,995.2,2025,7
O105406,C4216,Laptop,Electronics,1,317.01,7,north,317.01,2025,7
O105407,C1048,Shoes,Fashion,2,988.17,9,North,1976.34,2024,9
O105408,C5243,Book,Stationery,3,72.65,6,EAST,217.95000000000002,2025,6
O105409,C1445,Headphones,Electronics,3,989.39,5,West,2968.17,2025,5
O105410,C3213,Book,Stationery,2,369.62,7,north,739.24,2025,7
O105411,C1876,Laptop,Electronics,1,788.67,2,West,788.67,2025,2
O105412,C1797,Shoes,Fashion,2,843.91,12,North,1687.82,2024,12
O105413,C5632,Bag,Fashion,1,502.2,7,north,502.2,2025,7
O105414,C3714,Book,Stationery,2,571.04,7,EAST,1142.08,2025,7
O105415,C1994,Laptop,Electronics,3,389.67,9,SOUTH,1169.01,2025,9
O105416,C5184,Book,Stationery,4,705.12,3,north,2820.48,2025,3
O105417,C1434,Book,Stationery,4,568.49,7,EAST,2273.96,2025,7
O105418,C5229,Laptop,Electronics,1,913.55,10,east,913.55,2024,10
O105419,C5057,Bag,Fashion,1,411.35,4,SOUTH,411.35,2025,4
O105420,C2267,Laptop,Electronics,1,790.12,6,West,790.12,2025,6
O105421,C3546,Shoes,Fashion,3,17.54,9,north,52.62,2025,9
O105422,C1052,Bag,Fashion,2,786.71,9,north,1573.42,2025,9
